skin_tone,hair_color,lip_color,eye_color,age,season,dress_shade,lip_shade
ivory,chestnut,mauve,turquoise,38,spring,jewel tones,rose
porcelain,platinum,red,green,41,summer,neutral,nude
porcelain,brown,plum,teal,27,spring,pastel,peach
ivory,black,peach,green,41,spring,bright,berry
ebony,gray,coral,black,48,fall,metallic,bronze
light,gray,brown,teal,63,fall,neon,coral
dark,red,burgundy,brown,50,summer,vibrant colors,plum
ebony,chestnut,purple,black,48,summer,pastel,berry
ivory,light brown,red,amber,61,winter,jewel tones,berry
olive,gray,coral,amber,68,summer,muted,bronze
dark,light brown,red,hazel,36,spring,earth tones,rose
deep,auburn,pink,black,47,fall,earth tones,rose
porcelain,dark brown,mauve,black,25,winter,pastel,coral
fair,dark brown,coral,blue,45,summer,jewel tones,mauve
porcelain,gray,peach,teal,53,fall,jewel tones,berry
dark,chestnut,burgundy,brown,63,summer,jewel tones,berry
olive,gray,plum,blue,19,fall,metallic,plum
deep,blonde,mauve,turquoise,32,fall,monochrome,coral
light,chestnut,nude,gray,36,winter,earth tones,rose
olive,chestnut,coral,brown,50,fall,vibrant colors,cherry
ebony,dark brown,peach,amber,36,winter,bright,plum
dark,gray,mauve,green,52,spring,metallic,bronze
dark,gray,purple,gray,29,winter,metallic,bronze
deep,red,purple,black,41,winter,bright,berry
ebony,chestnut,plum,green,41,spring,earth tones,berry
tan,black,peach,teal,57,summer,monochrome,mauve
fair,platinum,red,hazel,41,summer,jewel tones,berry
porcelain,black,nude,violet,25,fall,pastel,peach
dark,chestnut,red,turquoise,38,winter,jewel tones,berry
ebony,light brown,peach,blue,36,fall,pastel,coral
ivory,light brown,red,violet,22,spring,jewel tones,rose
dark,auburn,coral,black,43,summer,vibrant colors,berry
tan,dark brown,purple,amber,46,winter,vibrant colors,berry
porcelain,dark brown,red,amber,48,spring,pastel,nude
ebony,chestnut,purple,teal,42,winter,metallic,bronze
fair,platinum,coral,green,53,winter,pastel,nude
ebony,platinum,mauve,turquoise,20,summer,metallic,mauve
ivory,platinum,pink,green,27,fall,neutral,coral
ebony,brown,burgundy,black,51,summer,bright,red
light,black,nude,brown,45,winter,earth tones,rose
fair,light brown,mauve,amber,62,summer,neutral,nude
deep,platinum,purple,hazel,28,spring,neutral,peach
ivory,light brown,plum,amber,64,fall,pastel,nude
olive,dark brown,pink,gray,32,summer,vibrant colors,berry
porcelain,black,pink,turquoise,64,summer,neutral,peach
light,light brown,purple,violet,47,spring,neutral,coral
ivory,light brown,mauve,brown,47,summer,neutral,peach
dark,black,brown,green,15,fall,bright,red
dark,auburn,peach,violet,48,winter,bright,berry
olive,brown,red,brown,23,winter,earth tones,rose
ebony,dark brown,peach,blue,21,summer,jewel tones,plum
olive,blonde,red,gray,31,fall,vibrant colors,berry
deep,chestnut,nude,amber,64,winter,monochrome,bronze
dark,red,nude,violet,47,summer,earth tones,plum
olive,auburn,mauve,brown,69,fall,vibrant colors,berry
ebony,brown,plum,hazel,52,spring,bright,red
fair,auburn,mauve,amber,49,winter,jewel tones,rose
light,platinum,brown,turquoise,36,fall,neutral,peach
ivory,dark brown,coral,violet,61,spring,muted,plum
light,light brown,coral,turquoise,56,winter,jewel tones,rose
fair,light brown,pink,violet,21,spring,neutral,peach
fair,brown,brown,blue,61,fall,pastel,nude
medium,platinum,brown,amber,45,summer,vibrant colors,cherry
fair,chestnut,peach,gray,24,fall,neon,plum
light,black,burgundy,amber,44,winter,neon,rose
deep,black,coral,hazel,42,fall,jewel tones,plum
light,black,nude,teal,53,spring,muted,plum
ebony,auburn,pink,hazel,18,summer,earth tones,plum
medium,blonde,peach,brown,48,winter,neutral,nude
fair,dark brown,mauve,black,21,winter,jewel tones,rose
ivory,brown,peach,turquoise,27,spring,pastel,peach
ebony,brown,plum,amber,57,winter,earth tones,berry
light,platinum,red,teal,55,winter,jewel tones,mauve
fair,black,peach,teal,27,spring,earth tones,mauve
porcelain,chestnut,nude,turquoise,25,spring,neutral,nude
ebony,platinum,burgundy,black,58,winter,neutral,coral
light,black,peach,teal,34,winter,neutral,coral
ivory,gray,purple,hazel,65,summer,muted,mauve
medium,black,nude,gray,54,spring,pastel,rose
deep,gray,mauve,turquoise,57,spring,jewel tones,rose
dark,platinum,peach,amber,23,summer,neon,plum
tan,red,purple,black,39,spring,earth tones,berry
deep,chestnut,pink,black,38,summer,jewel tones,rose
light,chestnut,nude,teal,32,fall,metallic,bronze
dark,auburn,nude,violet,25,winter,vibrant colors,plum
dark,platinum,purple,amber,25,spring,pastel,peach
medium,light brown,nude,black,64,summer,earth tones,red
fair,light brown,nude,turquoise,24,winter,jewel tones,rose
ebony,auburn,red,hazel,22,fall,bright,berry
fair,gray,mauve,violet,18,summer,vibrant colors,red
fair,gray,peach,gray,53,fall,neon,nude
olive,chestnut,peach,hazel,35,spring,vibrant colors,cherry
light,gray,brown,brown,53,fall,jewel tones,rose
ivory,dark brown,red,gray,22,winter,jewel tones,rose
medium,gray,purple,gray,51,summer,muted,bronze
deep,dark brown,nude,amber,42,winter,bright,berry
olive,gray,pink,blue,49,spring,muted,plum
medium,dark brown,peach,turquoise,17,winter,earth tones,red
medium,red,brown,gray,56,fall,vibrant colors,cherry
olive,red,peach,blue,50,spring,earth tones,berry
dark,auburn,nude,gray,59,summer,earth tones,plum
porcelain,dark brown,peach,black,19,winter,pastel,nude
deep,brown,pink,green,41,winter,bright,plum
medium,brown,purple,violet,57,winter,earth tones,rose
tan,chestnut,nude,brown,20,fall,neutral,peach
olive,gray,peach,violet,61,winter,earth tones,red
medium,auburn,plum,violet,58,fall,jewel tones,red
ebony,chestnut,plum,hazel,54,winter,neutral,berry
porcelain,gray,nude,teal,61,fall,vibrant colors,red
ebony,blonde,brown,blue,35,fall,monochrome,nude
deep,gray,peach,gray,65,summer,metallic,mauve
ivory,dark brown,coral,amber,28,winter,jewel tones,berry
olive,blonde,peach,turquoise,23,fall,earth tones,red
deep,auburn,pink,violet,16,summer,bright,plum
ivory,dark brown,purple,blue,65,summer,pastel,coral
dark,brown,mauve,hazel,18,fall,earth tones,rose
medium,brown,pink,green,29,winter,earth tones,red
ebony,light brown,plum,violet,39,fall,metallic,plum
tan,light brown,pink,gray,52,summer,earth tones,berry
deep,blonde,peach,gray,63,fall,jewel tones,plum
ebony,dark brown,peach,teal,62,winter,vibrant colors,plum
dark,chestnut,nude,blue,50,fall,bright,plum
fair,light brown,peach,teal,66,winter,jewel tones,rose
ivory,chestnut,plum,black,16,fall,metallic,bronze
fair,light brown,purple,violet,44,summer,jewel tones,rose
deep,light brown,purple,brown,49,fall,earth tones,berry
porcelain,gray,plum,amber,27,fall,bright,cherry
light,blonde,red,gray,19,fall,neutral,peach
light,light brown,pink,turquoise,58,fall,pastel,coral
medium,gray,mauve,teal,51,spring,muted,mauve
olive,gray,burgundy,black,53,winter,neutral,coral
deep,black,red,amber,51,spring,bright,red
tan,chestnut,brown,violet,68,spring,neutral,coral
medium,red,purple,blue,63,spring,vibrant colors,cherry
deep,dark brown,burgundy,teal,56,summer,vibrant colors,berry
fair,blonde,brown,green,31,fall,pastel,nude
tan,platinum,coral,turquoise,54,fall,neon,coral
light,chestnut,plum,hazel,59,summer,jewel tones,rose
olive,chestnut,mauve,teal,25,summer,vibrant colors,red
tan,blonde,purple,green,15,summer,neutral,coral
tan,auburn,burgundy,black,18,summer,jewel tones,rose
ebony,blonde,brown,green,55,fall,jewel tones,rose
fair,chestnut,purple,brown,49,winter,monochrome,red
ebony,auburn,pink,green,37,fall,earth tones,plum
porcelain,blonde,plum,hazel,40,winter,jewel tones,mauve
ebony,light brown,coral,blue,31,fall,vibrant colors,berry
porcelain,platinum,burgundy,amber,51,spring,pastel,nude
ivory,gray,purple,teal,46,winter,monochrome,cherry
tan,black,brown,brown,47,fall,neutral,peach
light,dark brown,coral,violet,50,summer,muted,mauve
light,black,coral,violet,41,winter,vibrant colors,cherry
tan,auburn,plum,blue,32,winter,jewel tones,berry
olive,black,plum,turquoise,36,spring,muted,mauve
tan,gray,plum,blue,23,winter,neutral,rose
deep,light brown,brown,brown,31,fall,monochrome,red
dark,chestnut,plum,teal,21,spring,neon,bronze
light,gray,peach,amber,39,spring,monochrome,red
deep,black,brown,gray,21,summer,jewel tones,plum
porcelain,chestnut,plum,teal,33,summer,earth tones,mauve
ivory,platinum,burgundy,hazel,15,summer,neutral,peach
deep,platinum,pink,teal,16,winter,neutral,berry
fair,platinum,plum,amber,37,winter,pastel,coral
ivory,platinum,plum,brown,65,spring,neutral,peach
porcelain,brown,coral,green,39,summer,jewel tones,mauve
olive,black,red,blue,32,spring,muted,plum
ivory,brown,brown,teal,47,winter,muted,bronze
light,auburn,pink,violet,63,fall,jewel tones,rose
olive,auburn,red,blue,32,winter,earth tones,red
dark,auburn,purple,turquoise,63,fall,vibrant colors,red
fair,red,plum,gray,63,winter,neutral,coral
tan,black,nude,violet,35,summer,earth tones,red
ivory,brown,brown,amber,20,spring,pastel,nude
deep,black,burgundy,violet,62,winter,jewel tones,plum
ebony,auburn,peach,hazel,67,spring,bright,berry
ebony,platinum,purple,green,68,spring,earth tones,plum
porcelain,dark brown,peach,amber,46,spring,jewel tones,rose
tan,dark brown,pink,gray,56,summer,jewel tones,berry
light,red,brown,turquoise,61,summer,neutral,nude
ebony,brown,plum,green,51,fall,bright,berry
ivory,chestnut,coral,turquoise,54,summer,monochrome,coral
light,light brown,nude,blue,63,winter,pastel,peach
fair,chestnut,coral,blue,63,fall,neon,nude
deep,platinum,purple,green,37,winter,neutral,berry
fair,platinum,red,turquoise,33,summer,neutral,nude
fair,blonde,plum,blue,41,fall,pastel,nude
olive,chestnut,brown,turquoise,54,summer,neutral,coral
deep,black,coral,brown,57,winter,vibrant colors,berry
light,auburn,purple,teal,50,spring,jewel tones,rose
medium,auburn,burgundy,violet,58,winter,vibrant colors,berry
fair,gray,red,green,67,summer,jewel tones,rose
light,auburn,coral,gray,64,fall,jewel tones,rose
olive,red,coral,turquoise,31,fall,earth tones,berry
fair,black,red,black,18,winter,muted,plum
medium,black,nude,gray,41,fall,jewel tones,rose
medium,black,burgundy,green,57,summer,monochrome,plum
ebony,platinum,plum,blue,40,summer,bright,plum
ivory,auburn,purple,violet,49,fall,jewel tones,berry
light,black,plum,blue,64,spring,metallic,plum
deep,red,plum,turquoise,45,spring,bright,berry
light,gray,pink,amber,50,spring,vibrant colors,red
ebony,blonde,brown,green,69,winter,neon,peach
porcelain,brown,purple,blue,47,summer,pastel,nude
dark,light brown,mauve,brown,42,winter,muted,plum
ivory,red,peach,hazel,51,winter,earth tones,mauve
ebony,brown,burgundy,gray,19,summer,earth tones,berry
olive,red,purple,hazel,46,fall,neutral,nude
porcelain,platinum,coral,green,56,spring,neutral,peach
tan,light brown,brown,brown,68,winter,vibrant colors,cherry
olive,brown,coral,amber,52,fall,earth tones,rose
porcelain,auburn,coral,blue,47,fall,pastel,peach
ivory,red,red,turquoise,59,spring,earth tones,berry
fair,light brown,coral,green,57,summer,jewel tones,berry
deep,platinum,coral,brown,57,winter,vibrant colors,plum
medium,platinum,pink,violet,45,spring,neon,cherry
olive,brown,brown,gray,46,spring,vibrant colors,red
porcelain,light brown,peach,violet,58,fall,jewel tones,rose
deep,dark brown,coral,turquoise,24,winter,bright,berry
ebony,chestnut,coral,green,18,winter,vibrant colors,berry
ivory,black,plum,gray,64,spring,monochrome,coral
tan,dark brown,plum,brown,52,winter,vibrant colors,berry
tan,platinum,red,turquoise,56,summer,vibrant colors,berry
ivory,dark brown,burgundy,blue,51,summer,pastel,coral
deep,gray,red,gray,21,fall,jewel tones,berry
olive,black,burgundy,hazel,56,fall,monochrome,berry
tan,gray,red,turquoise,42,summer,vibrant colors,cherry
deep,red,peach,hazel,34,spring,earth tones,rose
light,black,nude,teal,51,summer,pastel,nude
light,brown,pink,amber,21,spring,pastel,nude
tan,blonde,plum,turquoise,27,spring,earth tones,berry
light,chestnut,purple,brown,48,spring,neon,rose
ivory,black,mauve,gray,54,winter,monochrome,mauve
ivory,gray,coral,black,18,fall,metallic,mauve
light,red,coral,violet,57,summer,jewel tones,rose
medium,dark brown,plum,hazel,41,winter,earth tones,rose
fair,brown,peach,gray,30,winter,muted,mauve
deep,gray,coral,brown,45,winter,metallic,bronze
tan,chestnut,peach,gray,32,fall,neutral,peach
ivory,light brown,brown,brown,38,fall,jewel tones,rose
dark,chestnut,brown,amber,22,winter,monochrome,peach
light,black,red,gray,68,winter,earth tones,berry
olive,blonde,mauve,blue,18,fall,earth tones,rose
ivory,platinum,nude,black,58,winter,jewel tones,mauve
ivory,auburn,burgundy,black,58,spring,pastel,peach
ivory,platinum,peach,gray,39,spring,jewel tones,berry
tan,dark brown,mauve,hazel,61,summer,vibrant colors,berry
dark,red,mauve,turquoise,50,fall,vibrant colors,red
porcelain,black,mauve,turquoise,62,summer,neutral,coral
porcelain,light brown,peach,brown,34,fall,neutral,coral
tan,platinum,burgundy,amber,35,winter,vibrant colors,cherry
light,blonde,plum,teal,55,fall,jewel tones,rose
ivory,brown,brown,gray,68,spring,pastel,peach
deep,blonde,plum,amber,20,fall,vibrant colors,red
deep,auburn,burgundy,amber,47,winter,earth tones,berry
ebony,blonde,nude,black,69,summer,jewel tones,berry
porcelain,blonde,nude,black,47,winter,jewel tones,mauve
medium,brown,brown,gray,23,fall,earth tones,berry
tan,gray,plum,blue,64,winter,pastel,nude
ivory,dark brown,purple,teal,28,winter,muted,plum
dark,red,burgundy,gray,45,summer,vibrant colors,berry
porcelain,blonde,pink,amber,46,summer,pastel,coral
tan,chestnut,purple,amber,24,spring,vibrant colors,cherry
deep,auburn,nude,amber,31,summer,bright,berry
fair,platinum,plum,gray,31,winter,neutral,peach
porcelain,light brown,pink,teal,25,summer,jewel tones,berry
medium,brown,mauve,brown,23,fall,earth tones,berry
deep,platinum,red,blue,16,fall,neon,peach
dark,blonde,pink,violet,56,spring,monochrome,nude
porcelain,light brown,coral,turquoise,54,fall,jewel tones,berry
tan,light brown,pink,brown,62,summer,vibrant colors,red
dark,light brown,peach,turquoise,52,winter,neutral,coral
ebony,light brown,mauve,amber,57,spring,neon,mauve
dark,brown,peach,teal,20,spring,earth tones,berry
olive,platinum,nude,violet,24,winter,muted,plum
porcelain,brown,peach,black,58,summer,muted,mauve
ebony,light brown,red,violet,34,fall,monochrome,berry
ebony,brown,mauve,green,54,fall,earth tones,berry
dark,light brown,brown,black,61,summer,metallic,bronze
ebony,gray,red,gray,18,spring,jewel tones,plum
ebony,light brown,burgundy,hazel,24,winter,muted,plum
ivory,light brown,red,black,61,spring,neutral,nude
fair,auburn,peach,black,44,winter,muted,plum
porcelain,platinum,pink,brown,64,fall,pastel,coral
olive,auburn,purple,blue,58,winter,earth tones,rose
tan,black,peach,brown,49,summer,earth tones,red
medium,light brown,red,violet,63,summer,neutral,nude
fair,black,mauve,teal,20,summer,pastel,peach
ebony,red,nude,gray,18,spring,bright,plum
ivory,blonde,mauve,black,60,winter,jewel tones,mauve
fair,black,peach,turquoise,34,fall,muted,bronze
tan,chestnut,burgundy,green,64,spring,neutral,peach
ivory,black,coral,green,48,spring,neon,bronze
ivory,blonde,peach,green,50,spring,neutral,coral
ivory,red,red,hazel,33,summer,jewel tones,mauve
deep,red,coral,blue,24,spring,vibrant colors,berry
medium,platinum,burgundy,teal,39,spring,metallic,plum
fair,light brown,purple,violet,53,spring,neutral,coral
tan,platinum,red,amber,68,spring,bright,berry
ebony,blonde,pink,amber,65,fall,neutral,peach
porcelain,black,burgundy,violet,19,spring,pastel,peach
light,gray,brown,brown,17,summer,metallic,bronze
deep,gray,red,blue,30,fall,jewel tones,plum
light,blonde,nude,gray,23,winter,pastel,coral
dark,gray,coral,amber,51,summer,jewel tones,plum
dark,chestnut,nude,amber,69,summer,monochrome,rose
olive,brown,red,amber,23,spring,vibrant colors,berry
ivory,blonde,coral,green,58,winter,neutral,nude
olive,gray,burgundy,brown,61,fall,muted,mauve
dark,red,coral,gray,24,summer,vibrant colors,plum
light,dark brown,mauve,hazel,32,fall,pastel,coral
tan,dark brown,plum,blue,15,winter,earth tones,rose
dark,red,burgundy,teal,68,winter,vibrant colors,berry
ivory,red,pink,hazel,44,fall,jewel tones,mauve
medium,dark brown,mauve,gray,29,spring,vibrant colors,berry
medium,light brown,burgundy,hazel,50,spring,vibrant colors,cherry
dark,light brown,brown,black,16,fall,metallic,mauve
deep,auburn,peach,violet,68,winter,vibrant colors,berry
light,dark brown,plum,blue,60,summer,jewel tones,berry
ebony,gray,peach,gray,32,fall,metallic,plum
medium,light brown,peach,green,30,spring,earth tones,red
light,black,plum,teal,46,spring,jewel tones,rose
deep,platinum,nude,violet,38,winter,neon,red
tan,black,nude,gray,28,spring,bright,red
tan,platinum,peach,blue,58,winter,neutral,peach
light,chestnut,coral,teal,66,spring,jewel tones,rose
ivory,chestnut,red,black,29,winter,jewel tones,berry
porcelain,light brown,mauve,black,52,fall,pastel,nude
deep,platinum,plum,teal,29,summer,pastel,berry
dark,auburn,red,teal,23,spring,bright,plum
olive,brown,brown,blue,48,fall,vibrant colors,cherry
deep,platinum,burgundy,black,17,fall,metallic,plum
porcelain,brown,nude,black,62,spring,muted,plum
medium,gray,red,black,44,summer,monochrome,rose
light,platinum,purple,green,17,spring,neutral,peach
